id,Name,Cuisine,Ratings,Reviews,Price_Rng,Zip-Code,State,City,NumberReturns,AdjustedGross Income,IncomeperReturn,SalaryperReturn,TaxPaidperReturn,MTW Status
721,Red Pepper Taqueria,Sports Bars,3.5,149,2,30319,GEORGIA,Atlanta,"17,884","1,411,878","$78,946 ","$60,526 ","$18,456 ",Matching
303,Passador Brazilian Steakhouse,Steakhouses,5,108,3,30022,GEORGIA,Alpharetta,"19,788","2,072,690","$104,745 ","$85,138 ","$24,209 ",Matching
385,Bones,Steakhouses,4.5,1085,4,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
543,Alluvia,Steakhouses,4.5,11,3,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
611,Steak Market,Steakhouses,3,55,4,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
237,Doggy Dogg Atlanta,Street Vendors,5,1,1,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
532,"Saito - Sushi, Steak and Cocktails",Sushi Bars,4,54,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
285,Ocean Wave By Harry And Sons,Sushi Bars,4,460,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
160,Thaicoon & Sushi Bar,Sushi Bars,4,387,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
374,Falafel King,Sushi Bars,4,265,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
541,Nagomiya,Sushi Bars,4,63,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
648,Nova Sushi Bar & Asian Bistro,Sushi Bars,4,322,2,30319,GEORGIA,Atlanta,"17,884","1,411,878","$78,946 ","$60,526 ","$18,456 ",Matching
571,Fire Stone Chinese Cuisine,Szechuan,4.5,415,2,30144,GEORGIA,Kennesaw,"17,316","882,122","$50,943 ","$45,502 ","$8,427 ",Matching
91,Urban Wu,Szechuan,4,329,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
396,Chandos Tacos,Tacos,3.5,35,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
27,Velvet Taco,Tacos,4,363,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
12,Rreal Tacos,Tacos,4,520,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
306,Eclipse Di Luna,Tapas Bars,4,874,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
568,Tin Lizzy's Cantina,Tex-Mex,3.5,357,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
340,Tex's Tacos,Tex-Mex,4.5,141,1,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
330,Superica,Tex-Mex,4,1045,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
393,Tin Lizzy's Taco Americana,Tex-Mex,4,49,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
67,Little Rey,Tex-Mex,4,356,1,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
228,Superica,Tex-Mex,4,628,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
265,Bangkok Station,Thai,4,430,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
239,Canton Buddha,Thai,3,178,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
221,Tamsung Thai Street Eats,Thai,4.5,122,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
504,Mali Restaurant,Thai,4,415,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
128,26 Thai Kitchen & Bar - Midtown,Thai,4.5,274,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
117,Bangkok Thai Restaurant,Thai,4,219,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
188,Tuk Tuk Thai Food Loft,Thai,4,922,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
10,26 Thai Kitchen & Bar,Thai,4.5,806,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
111,Silom Thai & Sushi,Thai,4,233,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
216,De One Roti Shop,Trinidadian,4,92,2,30078,GEORGIA,Snellville,"8,652","394,622","$45,610 ","$40,006 ","$7,766 ",Matching
259,Cafe Agora,Turkish,4,771,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
26,Truva Turkish Kitchen-Highland,Turkish,4.5,176,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
196,R. Thomas Deluxe Grill,Vegan,4,1106,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
56,True Food Kitchen,Vegan,4,1386,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
589,Cafe Sunflower Buckhead,Vegetarian,4.5,677,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
337,Arepa Mia,Venezuelan,4,323,2,30002,GEORGIA,Avondale Estates,"2,877","126,990","$44,140 ","$37,416 ","$7,733 ",Matching
22,The Hungry Peach,Venues & Event Spaces,4.5,58,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
157,McCray's Tavern Midtown,Venues & Event Spaces,4,197,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
584,Dua Vietnamese,Vietnamese,4,408,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
134,Anh's Kitchen,Vietnamese,4,228,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
35,Lady Ha,Vietnamese,4.5,40,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
88,Bun Mi Vietnamese Grill,Vietnamese,4.5,159,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
718,Pho King,Vietnamese,3.5,258,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
619,Lee's Bakery,Vietnamese,4,1008,1,30345,GEORGIA,Atlanta,"9,719","617,379","$63,523 ","$49,935 ","$13,362 ",Matching
585,Pho Dai Loi 2,Vietnamese,4,1068,2,30345,GEORGIA,Atlanta,"9,719","617,379","$63,523 ","$49,935 ","$13,362 ",Matching
